PREC,PREC,PREC,TEMP,UMID_MIN,UMID_MAX,RAD,PORT
0.0,0.0,0.0,-2.9,90.0,91.0,0.0,-0.07
0.0,0.0,0.0,-3.0,91.0,92.0,0.0,-0.07
0.0,0.0,0.0,-2.5,91.0,92.0,0.0,-0.06
0.0,0.0,0.0,-2.1,90.0,91.0,0.0,-0.05
0.0,0.0,0.0,-2.4,89.0,90.0,0.0,-0.07
0.0,0.0,0.0,-2.2,86.0,89.0,0.0,-0.06
0.0,0.0,0.0,-2.3,86.0,87.0,0.0,-0.07
0.0,0.0,0.0,-2.3,87.0,88.0,0.0,-0.07
0.0,0.0,0.0,-2.6,87.0,88.0,0.0,-0.07
0.0,0.0,0.0,-2.7,89.0,90.0,0.094,-0.07
0.0,0.0,0.0,-1.2,87.0,88.0,0.251,-0.07
0.0,0.0,0.0,0.2,82.0,86.0,0.565,-0.07
0.0,0.0,0.0,1.2,74.0,82.0,0.872,-0.08
0.0,0.0,0.0,3.6,55.0,71.0,1.381,-0.07
0.0,0.0,0.0,5.1,56.0,66.0,1.261,-0.07
0.0,0.0,0.0,4.1,69.0,73.0,0.458,-0.06
0.0,0.0,0.0,3.0,76.0,82.0,0.132,-0.07
0.0,0.0,0.0,1.9,82.0,85.0,0.031,-0.07
0.0,0.0,0.0,0.5,86.0,90.0,0.0,-0.07
0.0,0.0,0.0,0.0,90.0,92.0,0.0,-0.06
0.0,0.0,0.0,0.5,92.0,93.0,0.0,-0.06
0.2,0.0,0.0,1.5,92.0,92.0,0.0,-0.06
0.0,0.0,0.0,1.2,91.0,93.0,0.0,-0.06
0.0,0.0,0.0,0.8,92.0,92.0,0.0,-0.07
0.0,0.0,0.0,-0.6,92.0,93.0,0.0,-0.07
0.0,0.0,0.0,-1.5,93.0,94.0,0.0,-0.06
0.0,0.0,0.0,-1.5,90.0,92.0,0.0,-0.06
0.0,0.0,0.0,-0.9,84.0,90.0,0.0,-0.07
0.0,0.0,0.0,-1.0,82.0,83.0,0.0,-0.05
0.0,0.0,0.0,0.9,78.0,84.0,0.0,-0.07
0.0,0.0,0.0,1.5,81.0,81.0,0.0,-0.07
0.0,0.0,0.0,1.5,69.0,79.0,0.0,-0.07
0.0,0.0,0.0,3.3,43.0,67.0,0.0,-0.06
0.0,0.0,0.0,4.6,41.0,44.0,0.138,-0.07
0.0,0.0,0.0,5.0,36.0,41.0,0.584,-0.09
0.0,0.0,0.0,5.6,36.0,37.0,0.992,-0.09
0.0,0.0,0.0,5.7,36.0,40.0,1.261,-0.08
0.0,0.0,0.0,7.5,32.0,36.0,1.406,-0.07
0.0,0.0,0.0,8.4,28.0,34.0,1.312,-0.07
0.2,0.0,0.0,7.9,29.0,32.0,0.496,-0.07
0.0,0.0,0.0,7.2,34.0,36.0,0.126,-0.07
0.0,0.0,0.0,6.6,38.0,41.0,0.019,-0.06
0.0,0.0,0.0,6.1,36.0,43.0,0.0,-0.05
0.0,0.2,0.0,7.4,30.0,35.0,0.0,-0.06
0.0,0.0,0.0,7.6,28.0,29.0,0.0,-0.06
0.0,0.0,0.0,7.6,27.0,28.0,0.0,-0.06
0.0,0.0,0.0,8.5,20.0,24.0,0.0,-0.06
0.0,0.0,0.0,8.5,20.0,22.0,0.0,-0.05
0.0,0.0,0.0,6.1,24.0,35.0,0.0,-0.06
0.0,0.0,0.0,2.5,41.0,50.0,0.0,-0.07
0.0,0.0,0.0,1.6,47.0,52.0,0.0,-0.07
0.0,0.0,0.0,0.0,54.0,61.0,0.0,-0.06
0.0,0.0,0.0,-1.1,62.0,68.0,0.0,-0.05
0.0,0.0,0.0,-0.2,56.0,63.0,0.0,-0.06
0.0,0.0,0.0,-1.7,63.0,69.0,0.0,-0.04
0.0,0.0,0.0,-2.2,69.0,71.0,0.0,-0.06
0.0,0.0,0.0,-2.7,70.0,73.0,0.0,-0.06
0.0,0.0,0.0,-2.9,73.0,74.0,0.038,-0.06
0.0,0.0,0.0,-2.5,73.0,74.0,0.157,-0.06
0.0,0.0,0.0,-1.7,72.0,74.0,0.665,-0.08
0.0,0.0,0.0,-0.8,69.0,72.0,1.042,-0.08
0.0,0.0,0.0,1.8,52.0,69.0,1.036,-0.06
0.0,0.0,0.0,4.4,42.0,46.0,1.136,-0.05
0.0,0.0,0.0,5.9,36.0,44.0,0.433,-0.05
0.0,0.0,0.0,3.5,43.0,53.0,0.069,-0.06
0.0,0.0,0.0,0.0,58.0,69.0,0.006,-0.06
0.0,0.0,0.0,-1.3,72.0,76.0,0.0,-0.05
0.0,0.0,0.0,-2.1,74.0,76.0,0.0,-0.05
0.0,0.0,0.0,-3.0,76.0,79.0,0.0,-0.05
0.0,0.0,0.0,-3.0,78.0,79.0,0.0,-0.05
0.0,0.0,0.0,-3.1,76.0,78.0,0.0,-0.05
0.0,0.0,0.0,-2.6,75.0,77.0,0.0,-0.05
0.0,0.0,0.0,-1.8,70.0,73.0,0.0,-0.06
0.0,0.0,0.0,-2.1,72.0,74.0,0.0,-0.06
0.0,0.0,0.0,-2.6,74.0,76.0,0.0,-0.05
0.0,0.0,0.0,-2.6,75.0,78.0,0.0,-0.06
0.0,0.0,0.0,-3.1,78.0,81.0,0.0,-0.07
0.0,0.0,0.0,-3.3,80.0,83.0,0.0,-0.06
0.0,0.0,0.0,-3.0,82.0,85.0,0.0,-0.06
0.0,0.0,0.0,-3.6,83.0,86.0,0.0,-0.05
0.0,0.0,0.0,-3.7,84.0,87.0,0.0,-0.06
0.0,0.0,0.0,-2.8,84.0,87.0,0.151,-0.07
0.0,0.0,0.0,-1.4,77.0,83.0,0.577,-0.1
0.0,0.0,0.0,1.4,65.0,71.0,1.017,-0.1
0.0,0.0,0.0,2.0,63.0,68.0,1.274,-0.1
0.0,0.0,0.0,5.9,49.0,56.0,1.349,-0.07
0.0,0.0,0.0,7.8,38.0,43.0,1.268,-0.06
0.0,0.0,0.0,8.4,38.0,43.0,0.496,-0.06
0.0,0.0,0.0,6.0,44.0,58.0,0.082,-0.07
0.0,0.0,0.0,2.2,60.0,69.0,0.019,-0.06
0.0,0.0,0.0,0.6,69.0,74.0,0.0,-0.06
0.0,0.0,0.0,-1.4,76.0,81.0,0.0,-0.05
0.0,0.0,0.0,-2.1,81.0,83.0,0.0,-0.05
0.0,0.0,0.0,-2.3,82.0,83.0,0.0,-0.05
0.0,0.0,0.0,-2.4,81.0,82.0,0.0,-0.03
0.0,0.0,0.0,-3.2,83.0,85.0,0.0,-0.06
0.0,0.0,0.0,-3.7,85.0,85.0,0.0,-0.04
0.0,0.0,0.0,-1.6,73.0,86.0,0.0,-0.04
0.0,0.0,0.0,-1.7,74.0,77.0,0.0,-0.05
0.0,0.0,0.0,-1.0,70.0,76.0,0.0,-0.05
0.0,0.0,0.0,-1.1,69.0,72.0,0.0,-0.05
0.0,0.0,0.0,-2.0,72.0,74.0,0.0,-0.06
0.0,0.0,0.0,-2.1,72.0,73.0,0.0,-0.05
0.0,0.0,0.0,-1.0,61.0,72.0,0.0,-0.05
0.0,0.0,0.0,-1.2,63.0,66.0,0.0,-0.06
0.0,0.0,0.0,-1.1,65.0,66.0,0.138,-0.07
0.0,0.0,0.0,-0.4,63.0,68.0,0.615,-0.1
0.0,0.0,0.0,2.3,51.0,59.0,1.048,-0.11
0.0,0.0,0.0,5.7,30.0,49.0,1.318,-0.08
0.0,0.0,0.0,10.4,21.0,29.0,1.425,-0.06
0.0,0.0,0.0,11.6,18.0,20.0,1.33,-0.06
0.0,0.0,0.0,11.1,17.0,21.0,0.54,-0.06
0.0,0.0,0.0,8.7,22.0,31.0,0.088,-0.07
0.0,0.0,0.0,4.2,37.0,47.0,0.025,-0.06
0.0,0.0,0.0,1.1,49.0,61.0,0.0,-0.06
0.0,0.0,0.0,-0.3,61.0,66.0,0.0,-0.06
0.0,0.0,0.0,-0.9,65.0,69.0,0.0,-0.07
0.0,0.0,0.0,-1.6,70.0,72.0,0.0,-0.06
0.0,0.0,0.0,-2.1,72.0,76.0,0.0,-0.06
0.0,0.0,0.0,-2.8,78.0,81.0,0.0,-0.06
0.0,0.0,0.0,-3.2,81.0,82.0,0.0,-0.06
0.0,0.0,0.0,-3.5,81.0,83.0,0.0,-0.05
0.0,0.0,0.0,-3.4,83.0,84.0,0.0,-0.06
0.0,0.0,0.0,-3.6,83.0,85.0,0.0,-0.06
0.0,0.0,0.0,-3.9,84.0,85.0,0.0,-0.06
0.0,0.0,0.0,-3.9,86.0,87.0,0.0,-0.06
0.0,0.0,0.0,-3.6,86.0,87.0,0.0,-0.07
0.0,0.0,0.0,-3.5,84.0,86.0,0.0,-0.06
0.0,0.0,0.0,-3.3,85.0,86.0,0.0,-0.06
0.0,0.0,0.0,-2.6,84.0,86.0,0.132,-0.06
0.0,0.0,0.0,-1.7,83.0,85.0,0.609,-0.09
0.0,0.0,0.0,-1.2,83.0,83.0,1.036,-0.1
0.0,0.0,0.0,1.2,71.0,81.0,1.299,-0.09
0.0,0.0,0.0,6.8,43.0,67.0,1.393,-0.07
0.0,0.0,0.0,12.2,18.0,39.0,1.318,-0.06
0.0,0.0,0.0,13.3,21.0,23.0,0.559,-0.06
0.0,0.0,0.0,11.2,20.0,38.0,0.069,-0.06
0.0,0.0,0.0,8.6,27.0,38.0,0.013,-0.06
0.0,0.0,0.0,6.0,34.0,45.0,0.0,-0.06
0.0,0.0,0.0,2.5,49.0,55.0,0.0,-0.06
0.0,0.0,0.0,1.6,53.0,61.0,0.0,-0.06
0.0,0.0,0.0,-0.9,63.0,71.0,0.0,-0.06
0.0,0.0,0.0,-1.9,70.0,72.0,0.0,-0.05
0.0,0.0,0.0,-2.7,73.0,79.0,0.0,-0.05
0.0,0.0,0.0,-3.0,80.0,81.0,0.0,-0.06
0.0,0.0,0.0,-3.1,79.0,80.0,0.0,-0.05
0.0,0.0,0.0,-4.0,81.0,83.0,0.0,-0.05
0.0,0.0,0.0,-3.8,85.0,86.0,0.0,-0.05
0.0,0.0,0.0,-3.8,85.0,85.0,0.0,-0.05
0.0,0.0,0.0,-4.1,86.0,87.0,0.0,-0.06
0.0,0.0,0.0,-4.3,87.0,89.0,0.0,-0.06
0.0,0.0,0.0,-4.4,89.0,89.0,0.0,-0.06
0.0,0.0,0.0,-4.3,89.0,89.0,0.0,-0.06
0.0,0.0,0.0,-4.3,89.0,90.0,0.144,-0.07
0.0,0.0,0.0,-3.4,89.0,90.0,0.584,-0.1
0.0,0.0,0.0,-2.9,89.0,90.0,1.01,-0.11
0.0,0.0,0.0,-1.3,86.0,89.0,1.274,-0.09
0.0,0.0,0.0,3.3,58.0,86.0,1.337,-0.07
0.0,0.0,0.0,8.3,38.0,45.0,1.261,-0.06
0.0,0.0,0.0,7.8,39.0,45.0,0.54,-0.06
0.0,0.0,0.0,3.8,50.0,63.0,0.075,-0.07
0.0,0.0,0.0,1.4,65.0,74.0,0.006,-0.07
0.0,0.0,0.0,-1.1,77.0,82.0,0.0,-0.06
0.0,0.0,0.0,-1.7,83.0,85.0,0.0,-0.06
0.0,0.0,0.0,-2.3,86.0,88.0,0.0,-0.05
0.0,0.0,0.0,-2.7,88.0,89.0,0.0,-0.06
0.0,0.0,0.0,-3.0,89.0,90.0,0.0,-0.06
0.0,0.0,0.0,-2.7,90.0,91.0,0.0,-0.06
0.0,0.0,0.0,-3.1,90.0,90.0,0.0,-0.06
0.0,0.0,0.0,-3.4,91.0,93.0,0.0,-0.05
0.0,0.0,0.0,-3.6,92.0,93.0,0.0,-0.06
0.0,0.0,0.0,-4.2,92.0,92.0,0.0,-0.06
0.0,0.0,0.0,-4.3,92.0,93.0,0.0,-0.05
0.0,0.0,0.0,-4.7,93.0,93.0,0.0,-0.06
0.0,0.0,0.0,-4.9,93.0,94.0,0.0,-0.06
0.0,0.0,0.0,-5.1,93.0,94.0,0.0,-0.06
0.0,0.0,0.0,-5.3,93.0,94.0,0.0,-0.06
0.0,0.0,0.0,-5.0,93.0,94.0,0.138,-0.07
0.0,0.0,0.0,-4.1,94.0,95.0,0.584,-0.08
0.0,0.0,0.0,-3.4,94.0,95.0,1.01,-0.1
0.0,0.0,0.0,-2.0,95.0,96.0,1.274,-0.06
0.0,0.0,0.0,2.9,75.0,98.0,1.356,-0.03
0.0,0.0,0.0,7.4,46.0,57.0,1.274,-0.03
0.0,0.0,0.0,7.1,46.0,49.0,0.571,-0.04
0.0,0.0,0.0,3.8,52.0,69.0,0.088,-0.06
0.0,0.0,0.0,0.9,71.0,78.0,0.006,-0.06
0.0,0.0,0.0,-1.8,80.0,86.0,0.0,-0.06
0.0,0.0,0.0,-2.8,87.0,90.0,0.0,-0.05
0.0,0.0,0.0,-3.3,90.0,91.0,0.0,-0.06
0.0,0.0,0.0,-3.9,90.0,92.0,0.0,-0.06
0.0,0.0,0.0,-4.0,92.0,93.0,0.0,-0.06
0.0,0.0,0.0,-4.0,92.0,94.0,0.0,-0.05
0.0,0.0,0.0,-4.2,92.0,95.0,0.0,-0.06
0.0,0.0,0.0,-4.6,93.0,94.0,0.0,-0.05
0.0,0.0,0.0,-4.5,93.0,95.0,0.0,-0.07
0.0,0.0,0.0,-4.7,93.0,94.0,0.0,-0.07
0.0,0.0,0.0,-4.6,94.0,95.0,0.0,-0.06
0.0,0.0,0.0,-5.1,93.0,94.0,0.0,-0.07
0.0,0.0,0.0,-5.6,94.0,94.0,0.0,-0.07
0.0,0.0,0.0,-5.5,94.0,94.0,0.0,-0.06
0.0,0.0,0.0,-5.8,93.0,94.0,0.0,-0.06
0.0,0.0,0.0,-5.9,93.0,94.0,0.157,-0.06
0.0,0.0,0.0,-4.8,94.0,94.0,0.59,-0.07
0.0,0.0,0.0,-3.5,94.0,95.0,0.935,-0.08
0.0,0.0,0.0,-2.4,94.0,96.0,1.199,-0.09
0.0,0.0,0.0,1.1,92.0,98.0,1.318,-0.08
0.0,0.0,0.0,4.0,68.0,85.0,1.199,-0.05
0.0,0.0,0.0,4.3,64.0,69.0,0.577,-0.05
0.0,0.0,0.0,2.4,73.0,80.0,0.113,-0.06
0.0,0.0,0.0,-0.1,81.0,87.0,0.006,-0.05
0.0,0.0,0.0,-1.7,88.0,90.0,0.0,-0.04
0.0,0.0,0.0,-2.2,90.0,92.0,0.0,-0.05
0.0,0.0,0.0,-2.5,91.0,93.0,0.0,-0.05
0.0,0.0,0.0,-3.0,92.0,92.0,0.0,-0.05
0.0,0.0,0.0,-2.8,85.0,92.0,0.0,-0.05
0.0,0.0,0.0,-2.8,70.0,81.0,0.0,-0.06
0.0,0.0,0.0,-3.3,68.0,72.0,0.0,-0.06
0.0,0.0,0.0,-2.1,57.0,66.0,0.0,-0.05
0.0,0.0,0.0,-3.7,59.0,69.0,0.0,-0.06
0.0,0.0,0.0,-5.4,71.0,73.0,0.0,-0.06
0.0,0.0,0.0,-5.3,68.0,75.0,0.0,-0.06
0.0,0.0,0.0,-6.2,70.0,73.0,0.0,-0.05
0.0,0.0,0.0,-6.7,74.0,77.0,0.0,-0.06
0.0,0.0,0.0,-7.2,76.0,78.0,0.0,-0.06
0.0,0.0,0.0,-7.2,76.0,78.0,0.0,-0.06
0.0,0.0,0.0,-6.4,74.0,76.0,0.163,-0.08
0.0,0.0,0.0,-6.7,75.0,77.0,0.665,-0.09
0.0,0.0,0.0,-6.0,77.0,78.0,1.123,-0.1
0.0,0.0,0.0,-4.9,72.0,77.0,1.4,-0.08
0.0,0.0,0.0,0.2,40.0,67.0,1.487,-0.06
0.0,0.0,0.0,4.8,27.0,34.0,1.374,-0.06
0.0,0.0,0.0,4.1,32.0,41.0,0.659,-0.06
0.0,0.0,0.0,2.3,38.0,51.0,0.075,-0.07
0.0,0.0,0.0,-0.9,53.0,64.0,0.013,-0.07
0.0,0.0,0.0,-3.3,66.0,72.0,0.0,-0.06
0.0,0.0,0.0,-4.7,73.0,77.0,0.0,-0.05
0.0,0.0,0.0,-5.2,75.0,78.0,0.0,-0.05
0.0,0.0,0.0,-6.3,74.0,77.0,0.0,-0.06
0.0,0.0,0.0,-7.2,77.0,79.0,0.0,-0.05
0.0,0.0,0.0,-7.7,79.0,81.0,0.0,-0.06
0.0,0.0,0.0,-8.2,80.0,82.0,0.0,-0.06
0.0,0.0,0.0,-8.7,80.0,83.0,0.0,-0.05
0.0,0.0,0.0,-9.0,81.0,83.0,0.0,-0.05
0.0,0.0,0.0,-9.4,82.0,83.0,0.0,-0.05
0.0,0.0,0.0,-9.6,83.0,84.0,0.0,-0.05
0.0,0.0,0.0,-9.8,83.0,83.0,0.0,-0.06
0.0,0.0,0.0,-9.9,81.0,83.0,0.0,-0.07
0.0,0.0,0.0,-10.1,82.0,84.0,0.0,-0.08
0.0,0.0,0.0,-10.4,83.0,84.0,0.0,-0.09
0.0,0.0,0.0,-9.3,82.0,85.0,0.176,-0.1
0.0,0.0,0.0,-8.4,80.0,82.0,0.634,-0.11
0.0,0.0,0.0,-7.2,78.0,80.0,1.086,-0.12
0.0,0.0,0.0,-5.7,72.0,76.0,1.356,-0.11
0.0,0.0,0.0,1.2,32.0,67.0,1.425,-0.09
0.0,0.0,0.0,4.4,29.0,30.0,1.356,-0.08
0.0,0.0,0.0,4.0,30.0,32.0,0.672,-0.08
0.0,0.0,0.0,1.4,33.0,49.0,0.094,-0.1
0.0,0.0,0.0,-1.5,50.0,58.0,0.019,-0.1
0.0,0.0,0.0,-4.7,62.0,72.0,0.0,-0.09
0.0,0.0,0.0,-6.2,74.0,77.0,0.0,-0.09
0.0,0.0,0.0,-7.2,78.0,81.0,0.0,-0.09
0.0,0.0,0.0,-7.5,81.0,82.0,0.0,-0.09
0.0,0.0,0.0,-8.2,83.0,84.0,0.0,-0.09
0.0,0.0,0.0,-8.5,85.0,87.0,0.0,-0.09
0.0,0.0,0.0,-8.7,86.0,86.0,0.0,-0.08
0.0,0.0,0.0,-9.3,86.0,87.0,0.0,-0.09
0.0,0.0,0.0,-9.5,87.0,89.0,0.0,-0.09
0.0,0.0,0.0,-9.7,88.0,88.0,0.0,-0.09
0.0,0.0,0.0,-9.9,87.0,88.0,0.0,-0.09
0.0,0.0,0.0,-9.8,88.0,89.0,0.0,-0.1
0.0,0.0,0.0,-9.9,88.0,89.0,0.0,-0.09
0.0,0.0,0.0,-10.1,87.0,89.0,0.0,-0.09
0.0,0.0,0.0,-10.4,87.0,88.0,0.0,-0.09
0.0,0.0,0.0,-9.9,88.0,89.0,0.144,-0.09
0.0,0.0,0.0,-8.9,88.0,89.0,0.628,-0.11
0.0,0.0,0.0,-7.3,88.0,89.0,1.048,-0.12
0.0,0.0,0.0,-6.0,86.0,87.0,1.318,-0.09
0.0,0.0,0.0,0.7,42.0,81.0,1.425,-0.07
0.0,0.0,0.0,3.4,35.0,38.0,1.349,-0.07
0.0,0.0,0.0,3.0,36.0,41.0,0.672,-0.08
0.0,0.0,0.0,1.8,43.0,50.0,0.113,-0.08
0.0,0.0,0.0,-1.7,53.0,64.0,0.019,-0.09
0.0,0.0,0.0,-4.0,68.0,75.0,0.0,-0.09
0.0,0.0,0.0,-6.0,76.0,81.0,0.0,-0.09
0.0,0.0,0.0,-6.9,81.0,84.0,0.0,-0.09
0.0,0.0,0.0,-7.9,85.0,87.0,0.0,-0.09
0.0,0.0,0.0,-8.1,87.0,88.0,0.0,-0.09
0.0,0.0,0.0,-8.2,88.0,89.0,0.0,-0.09
0.0,0.0,0.0,-8.6,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-8.8,89.0,90.0,0.0,-0.08
0.0,0.0,0.0,-9.1,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.2,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.2,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.4,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.4,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.5,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-9.2,89.0,90.0,0.0,-0.09
0.0,0.0,0.0,-8.8,89.0,90.0,0.132,-0.11
0.0,0.0,0.0,-7.8,90.0,90.0,0.59,-0.13
0.0,0.0,0.0,-6.5,90.0,91.0,1.036,-0.13
0.0,0.0,0.0,-5.2,90.0,92.0,1.312,-0.1
0.0,0.0,0.0,0.7,53.0,92.0,1.412,-0.08
0.0,0.0,0.0,2.2,49.0,50.0,1.349,-0.08
0.0,0.0,0.0,2.1,49.0,50.0,0.69,-0.08
0.0,0.0,0.0,1.1,52.0,60.0,0.132,-0.08
0.0,0.0,0.0,-1.1,63.0,72.0,0.038,-0.09
0.0,0.0,0.0,-3.8,74.0,79.0,0.0,-0.09
0.0,0.0,0.0,-5.6,81.0,84.0,0.0,-0.09
0.0,0.0,0.0,-6.3,85.0,87.0,0.0,-0.09
0.0,0.0,0.0,-6.5,87.0,88.0,0.0,-0.09
0.0,0.0,0.0,-7.0,88.0,89.0,0.0,-0.08
0.0,0.0,0.0,-7.3,89.0,90.0,0.0,-0.08
0.0,0.0,0.0,-7.2,90.0,91.0,0.0,-0.09
0.0,0.0,0.0,-7.2,90.0,90.0,0.0,-0.09
0.0,0.0,0.0,-7.1,90.0,91.0,0.0,-0.08
0.0,0.0,0.0,-6.6,90.0,92.0,0.0,-0.08
0.0,0.0,0.0,-6.3,90.0,91.0,0.0,-0.08
